epoch,loss
1,48.327855348587036
2,48.11716675758362
3,46.923235177993774
4,30.350269556045532
5,13.593676015734673
6,12.4989994764328
7,5.075541600584984
8,4.438200607895851
9,2.855375150218606
10,3.4306130819022655
11,3.8782797753810883
12,2.5126086361706257
13,2.6697127632796764
14,2.4150872621685266
15,2.2397176548838615
16,2.320421221666038
17,1.7031559199094772
18,1.1579332503024489
19,1.734612694941461
20,1.3473224872723222
21,1.8929039193317294
22,1.2680173637345433
23,1.5880110282450914
24,1.1440630448050797
25,0.9096492645330727
26,1.0776845860527828
27,0.8260406381450593
28,1.2851907359436154
29,1.076751263346523
30,1.0823071596678346
31,0.6377558227395639
32,1.0155493905767798
33,1.1148734639864415
34,0.7746795536950231
35,1.1307269057724625
36,0.6978339701890945
37,0.9916926040314138
38,0.7855333313345909
39,0.5353602652903646
40,0.5098529740935192
41,0.4882836502074497
42,0.4257961227558553
43,0.6663064916501753
44,0.8953210660256445
45,0.7526687539648265
46,0.565268692211248
47,0.38813776266761124
48,0.34017193323234096
49,0.4123466414748691
50,0.5370058140251786
51,0.21449357304663863
52,0.3999182255938649
53,0.337617535085883
54,0.21564721706090495
55,0.268786050422932
56,0.10421992393094115
57,0.6088389169017319
58,0.37699446349870414
59,0.27442740130936727
60,0.13712314871372655
61,0.6788912206102395
62,0.6008778478717431
63,0.18169688165653497
64,0.5499780841637403
65,0.323642676055897
66,0.25708244924317114
67,0.22668644368241075
68,0.4376544065307826
69,0.2929372961225454
70,0.2713653543833061
71,0.24538996227784082
72,0.12230315851047635
73,0.367967877042247
74,0.18784751824568957
75,0.47773742656136164
76,0.18146824302675668
77,0.12021078015095554
78,0.09974064493144397
79,0.07951870825490914
80,0.08391722387750633
81,0.07067186518179369
82,0.22700577205250738
83,0.09747797455838736
84,0.22463304970733589
85,0.08524664873402799
86,0.33391453576041386
87,0.11183160037035123
88,0.0850529461295082
89,0.31891684953006916
90,0.3451184159712284
91,0.06469764743815176
92,0.11047137871355517
93,0.06437708574230783
94,0.20386911274545128
95,0.14049169775171322
96,0.05411758440823178
97,0.07570982891411404
98,0.13048818503011717
99,0.10522285122715402
100,0.2269306511589093
101,0.08633552205174055
102,0.09149756940678344
103,0.05303432699110999
104,0.0692447435176291
105,0.3080323240355938
106,0.357955000246875
107,0.3213926824973896
108,0.15987548758857884
109,0.09197738381044473
110,0.08349863536568591
111,0.1175211809350003
112,0.369506522998563
113,0.04822437479015207
114,0.05390226455710945
115,0.10078107021763572
116,0.09985390658584947
117,0.14565729582682252
118,0.06543416985005024
119,0.04765073993712576
120,0.025386672370586894
121,0.07404225688878796
122,0.05519318194001244
123,0.18940766875493864
124,0.16773022657434922
125,0.03938435331474466
126,0.0465842129997327
127,0.044335301625324064
128,0.06362943480053218
129,0.271394814471023
130,0.10037600246141665
131,0.09586076422419865
132,0.07537938422865409
133,0.283770751713746
134,0.11011904490260349
135,0.0722408631700091
136,0.24784482276663766
137,0.14737867789517622
138,0.20048092430079123
139,0.07118526952399407
140,0.02884172885751468
141,0.14246283156080608
142,0.17392329275025986
143,0.07116874029816245
144,0.034220049030864175
145,0.11652055433114583
146,0.053422756696818396
147,0.024519666652849992
148,0.1011276498065854
149,0.020877551949524786
150,0.029497274463210488
151,0.01688839569578704
152,0.07831796234313515
153,0.03122767313470831
154,0.034581099534989335
155,0.05046558288995584
156,0.1833634579743375
157,0.0718177802846185
158,0.07451699231751263
159,0.03611236149299657
160,0.022993405402303324
161,0.1487563255977875
162,0.11606454693537671
163,0.12057159082178259
164,0.07117194928287063
165,0.2792754465440339
166,0.005925019542701193
167,0.044201447676186945
168,0.015439626960869646
169,0.04915365595843468
170,0.028396903531756834
171,0.05464661884434463
172,0.019102870191090915
173,0.02042502309268457
174,0.021947384326267638
175,0.2844681770184252
176,0.008552943330869311
177,0.03445525674032979
178,0.1291371123807039
179,0.04125051532537327
180,0.013985496132136177
181,0.01762309598416323
182,0.09652326421746693
183,0.02613314495101804
184,0.037894460818279185
185,0.0433649904343838
186,0.06600222081442553
187,0.04487094802914271
188,0.2504731185390483
189,0.2706782700643089
190,0.04819448232592549
191,0.009082296230189968
192,0.009272978001718002
193,0.11133520432440491
194,0.034552245982922614
195,0.01910220242370997
196,0.01826963429721218
197,0.04984802683156886
198,0.01834466742366203
199,0.10430202607767569
